#Machine Module,SSA3021X
#Y Axis Scale,LOG
#Y Axis Unit,dBm
#Impedance,50
#Number of Points,751
#Sweep Time(s),1.620000,Auto
#Start Frequency,+0.000000000e+00
#Stop Frequency,+2.000000000e+07
#Offset Frequency,+0.000000000e+00
#Average Type,Log Pwr
#RBW,10000.000000,Manual
#VBW,10000.000000,Auto
#Sweep Type,Continuous
#Sweep Mode,Sweep
#Sweep Rule,Speed
#PreAmp State,OFF
#Ref Level,+0.000000000e+00
#Attenuation,20,Manual
#Trigger Source,FreeRun
#Trigger Level,+0.000000000e+00
#External Trigger Edge,FALL
#Video Trigger Edge,FALL
#Marker Information
#Marker,Trace,Type,X Axis,Amplitude
#Marker1,A,Frequency,1.440000 MHz,-89.15 dBm
#Trace Math,0
#Trace Variable X,Trace A
#Trace Variable Y,Trace B
#Trace Variable Z,Trace C
#Trace Name,Trace A,Trace B,Trace C,Trace D
#Trace Type,View,View,View,View
#Trace Detector,Sample,Sample,Sample,Sample
#Trace Data
4.426667e+06,-8.608305e+01,-7.527977e+01,-6.644853e+01,-1.376448e+01
4.453333e+06,-8.751210e+01,-7.683517e+01,-6.709879e+01,-1.378401e+01
4.480000e+06,-8.851298e+01,-7.658915e+01,-6.765101e+01,-1.384749e+01
4.506667e+06,-8.607838e+01,-7.673672e+01,-6.659965e+01,-1.388167e+01
4.533333e+06,-8.640367e+01,-7.573474e+01,-6.872674e+01,-1.394026e+01
4.560000e+06,-8.784791e+01,-7.491251e+01,-6.757746e+01,-1.399886e+01
4.586667e+06,-8.480727e+01,-7.553187e+01,-6.672195e+01,-1.400374e+01
4.613333e+06,-8.848782e+01,-7.563492e+01,-6.739817e+01,-1.405745e+01
4.640000e+06,-8.597902e+01,-7.599718e+01,-6.819135e+01,-1.411605e+01
4.666667e+06,-8.762870e+01,-7.630338e+01,-6.712369e+01,-1.412093e+01
4.693333e+06,-8.646791e+01,-7.544680e+01,-6.731175e+01,-1.420394e+01
4.720000e+06,-8.735458e+01,-7.497250e+01,-6.714398e+01,-1.426741e+01
4.746667e+06,-8.806252e+01,-7.656822e+01,-6.806398e+01,-1.428206e+01
4.773333e+06,-8.735983e+01,-7.635933e+01,-6.816147e+01,-1.434065e+01
4.800000e+06,-8.813172e+01,-7.608044e+01,-6.794270e+01,-1.436507e+01
4.826667e+06,-8.558699e+01,-7.561555e+01,-6.779732e+01,-1.442366e+01
4.853333e+06,-8.601851e+01,-7.546085e+01,-6.838857e+01,-1.446272e+01
4.880000e+06,-8.636490e+01,-7.551736e+01,-6.657809e+01,-1.453108e+01
4.906667e+06,-8.903992e+01,-7.555288e+01,-6.877729e+01,-1.459456e+01
4.933333e+06,-8.582491e+01,-7.502838e+01,-6.710886e+01,-1.461897e+01
4.960000e+06,-8.608825e+01,-7.613521e+01,-6.797982e+01,-1.466780e+01
4.986667e+06,-8.520818e+01,-7.591933e+01,-6.741233e+01,-1.474105e+01
5.013333e+06,-8.541021e+01,-7.509985e+01,-6.744003e+01,-1.476058e+01
5.040000e+06,-8.749632e+01,-7.599408e+01,-6.882900e+01,-1.480452e+01
5.066667e+06,-8.807543e+01,-7.530539e+01,-6.777375e+01,-1.483382e+01
5.093333e+06,-8.720183e+01,-7.620671e+01,-6.825873e+01,-1.488753e+01
5.120000e+06,-8.672688e+01,-7.355599e+01,-6.787890e+01,-1.492171e+01
5.146667e+06,-8.397529e+01,-7.628328e+01,-6.982603e+01,-1.495101e+01
5.173333e+06,-8.584195e+01,-7.516430e+01,-6.758038e+01,-1.498519e+01
5.200000e+06,-8.677126e+01,-7.600062e+01,-6.827403e+01,-1.504378e+01
5.226667e+06,-8.741359e+01,-7.429921e+01,-6.854800e+01,-1.507308e+01
5.253333e+06,-8.454817e+01,-7.528167e+01,-6.829141e+01,-1.511702e+01
5.280000e+06,-8.894326e+01,-7.564678e+01,-6.907408e+01,-1.518538e+01
5.306667e+06,-8.704721e+01,-7.624360e+01,-6.727113e+01,-1.520980e+01
5.333333e+06,-8.753904e+01,-7.592299e+01,-6.725037e+01,-1.525374e+01
5.360000e+06,-8.742629e+01,-7.752129e+01,-6.724860e+01,-1.529769e+01
5.386667e+06,-8.690999e+01,-7.524439e+01,-6.911108e+01,-1.532210e+01
5.413333e+06,-8.711941e+01,-7.446337e+01,-6.910104e+01,-1.536116e+01
5.440000e+06,-8.984531e+01,-7.491602e+01,-6.894157e+01,-1.540511e+01
5.466667e+06,-8.854499e+01,-7.421385e+01,-6.777523e+01,-1.540999e+01
5.493333e+06,-8.562196e+01,-7.521522e+01,-6.961529e+01,-1.549788e+01
5.520000e+06,-8.640946e+01,-7.430625e+01,-6.844920e+01,-1.550765e+01
5.546667e+06,-8.636385e+01,-7.694717e+01,-6.897625e+01,-1.552230e+01
5.573333e+06,-8.497518e+01,-7.742476e+01,-6.859336e+01,-1.565413e+01
5.600000e+06,-8.634828e+01,-7.656921e+01,-6.937628e+01,-1.566390e+01
5.626667e+06,-8.538774e+01,-7.491532e+01,-6.791050e+01,-1.574202e+01
5.653333e+06,-8.452795e+01,-7.818919e+01,-6.879623e+01,-1.577620e+01
5.680000e+06,-8.751393e+01,-7.574635e+01,-6.818837e+01,-1.578597e+01
5.706667e+06,-8.437831e+01,-7.612024e+01,-6.886588e+01,-1.583480e+01
5.733333e+06,-8.586011e+01,-7.493456e+01,-6.887984e+01,-1.589339e+01
5.760000e+06,-8.652924e+01,-7.637112e+01,-6.817042e+01,-1.593245e+01
5.786667e+06,-8.837130e+01,-7.504423e+01,-6.921354e+01,-1.597640e+01
