#Machine Module,SSA3021X
#Y Axis Scale,LOG
#Y Axis Unit,dBm
#Impedance,50
#Number of Points,751
#Sweep Time(s),8.100000,Auto
#Start Frequency,+0.000000000e+00
#Stop Frequency,+1.000000000e+08
#Offset Frequency,+0.000000000e+00
#Average Type,Log Pwr
#RBW,10000.000000,Manual
#VBW,10000.000000,Auto
#Sweep Type,Continuous
#Sweep Mode,Sweep
#Sweep Rule,Speed
#PreAmp State,ON
#Ref Level,-3.000000000e+01
#Attenuation,10,Auto
#Trigger Source,FreeRun
#Trigger Level,+0.000000000e+00
#External Trigger Edge,FALL
#Video Trigger Edge,FALL
#Marker Information
#Marker,Trace,Type,X Axis,Amplitude
#Trace Math,0
#Trace Variable X,Trace A
#Trace Variable Y,Trace B
#Trace Variable Z,Trace C
#Trace Name,Trace A,Trace B,Trace C,Trace D
#Trace Type,View,View,View,View
#Trace Detector,Sample,Sample,Sample,Sample
#Trace Data
2.253333e+07,-5.867171e+01,-3.639144e+01,-9.771244e+01,-1.142760e+02
2.266667e+07,-5.854476e+01,-3.635726e+01,-9.690864e+01,-1.164503e+02
2.280000e+07,-5.853011e+01,-3.637190e+01,-9.775612e+01,-1.142942e+02
2.293333e+07,-5.851058e+01,-3.632308e+01,-9.842798e+01,-1.173438e+02
2.306667e+07,-5.854964e+01,-3.628401e+01,-9.846625e+01,-1.145621e+02
2.320000e+07,-5.859358e+01,-3.622542e+01,-9.671630e+01,-1.157115e+02
2.333333e+07,-5.845198e+01,-3.622054e+01,-9.679362e+01,-1.138463e+02
2.346667e+07,-5.835921e+01,-3.618147e+01,-9.674966e+01,-1.156456e+02
2.360000e+07,-5.855452e+01,-3.618636e+01,-9.752993e+01,-1.153832e+02
2.373333e+07,-5.867171e+01,-3.616683e+01,-9.611680e+01,-1.164361e+02
2.386667e+07,-5.839827e+01,-3.617659e+01,-9.605087e+01,-1.144604e+02
2.400000e+07,-5.846175e+01,-3.612776e+01,-9.770414e+01,-1.168243e+02
2.413333e+07,-5.832503e+01,-3.610335e+01,-9.724445e+01,-1.173833e+02
2.426667e+07,-5.837386e+01,-3.606429e+01,-9.735954e+01,-1.150934e+02
2.440000e+07,-5.834944e+01,-3.606429e+01,-9.777101e+01,-1.164990e+02
2.453333e+07,-5.844222e+01,-3.606429e+01,-9.877143e+01,-1.156277e+02
2.466667e+07,-5.831526e+01,-3.604476e+01,-9.640070e+01,-1.151382e+02
2.480000e+07,-5.836897e+01,-3.603987e+01,-9.682781e+01,-1.202343e+02
2.493333e+07,-5.838362e+01,-3.603011e+01,-9.708369e+01,-1.142621e+02
2.506667e+07,-5.829573e+01,-3.603011e+01,-9.575993e+01,-1.172665e+02
2.520000e+07,-5.834456e+01,-3.600081e+01,-9.637118e+01,-1.156549e+02
2.533333e+07,-5.831526e+01,-3.597151e+01,-9.715362e+01,-1.148535e+02
2.546667e+07,-5.818831e+01,-3.591780e+01,-9.700454e+01,-1.151354e+02
2.560000e+07,-5.817366e+01,-3.586897e+01,-9.678188e+01,-1.142056e+02
2.573333e+07,-5.829085e+01,-3.587386e+01,-9.839081e+01,-1.140819e+02
2.586667e+07,-5.806624e+01,-3.586897e+01,-9.616036e+01,-1.139308e+02
2.600000e+07,-5.828597e+01,-3.583480e+01,-9.614087e+01,-1.146280e+02
2.613333e+07,-5.803206e+01,-3.584456e+01,-9.654051e+01,-1.168438e+02
2.626667e+07,-5.816390e+01,-3.586897e+01,-9.657902e+01,-1.143536e+02
2.640000e+07,-5.814437e+01,-3.582503e+01,-9.655594e+01,-1.164195e+02
2.653333e+07,-5.826644e+01,-3.579573e+01,-9.705940e+01,-1.173517e+02
2.666667e+07,-5.802718e+01,-3.573714e+01,-9.776044e+01,-1.156935e+02
2.680000e+07,-5.811019e+01,-3.571761e+01,-9.569165e+01,-1.163264e+02
2.693333e+07,-5.785628e+01,-3.573714e+01,-9.741266e+01,-1.148320e+02
2.706667e+07,-5.816878e+01,-3.569319e+01,-9.631838e+01,-1.155729e+02
2.720000e+07,-5.809065e+01,-3.569319e+01,-9.681161e+01,-1.158185e+02
2.733333e+07,-5.787093e+01,-3.570296e+01,-9.490458e+01,-1.188912e+02
2.746667e+07,-5.793440e+01,-3.567366e+01,-9.683215e+01,-1.182784e+02
